sentinel_id,thermal_sources,mgrs_tile,scene_date,cloud_cover
S2B_MSIL2A_20260614T051649_N0512_R062_T44QKM_20260614T091016,2,T44QKM,2026-06-14,15.08
S2B_MSIL2A_20260614T051649_N0512_R062_T44QLK_20260614T091016,2,T44QLK,2026-06-14,6.89
S2B_MSIL2A_20260615T044659_N0512_R076_T45QTB_20260615T083228,2,T45QTB,2026-06-15,29.94
S2B_MSIL2A_20260615T044659_N0512_R076_T45QVF_20260615T083228,2,T45QVF,2026-06-15,5.96
S2B_MSIL2A_20260615T044659_N0512_R076_T45QVG_20260615T083228,2,T45QVG,2026-06-15,10.43
S2B_MSIL2A_20260615T044659_N0512_R076_T45RVK_20260615T083228,2,T45RVK,2026-06-15,27.49
S2B_MSIL2A_20260615T044659_N0512_R076_T45RWH_20260615T083228,2,T45RWH,2026-06-15,6.48
S2B_MSIL2A_20260615T050559_N0512_R076_T44NNM_20260615T082738,2,T44NNM,2026-06-15,16.95
S2B_MSIL2A_20260616T055629_N0512_R091_T42RVQ_20260616T080231,2,T42RVQ,2026-06-16,0.13
S2A_MSIL2A_20260603T060301_N0512_R091_T42RXU_20260603T092618,2,T42RXU,2026-06-03,0.09
S2C_MSIL2A_20260608T054641_N0512_R048_T43SBS_20260608T085208,2,T43SBS,2026-06-08,0.58
S2A_MSIL2A_20260714T053241_N0512_R105_T43REH_20260714T102412,2,T43REH,2026-07-14,27.03
S2A_MSIL2A_20260714T053241_N0512_R105_T44RKT_20260714T102412,2,T44RKT,2026-07-14,28.24
S2A_MSIL2A_20260822T060301_N0512_R091_T42RXR_20260822T125108,2,T42RXR,2026-08-22,4.45
S2C_MSIL2A_20260606T050651_N0512_R019_T44PLT_20260606T100020,2,T44PLT,2026-06-06,0.01
S2C_MSIL2A_20260823T042701_N0512_R133_T46SEF_20260823T075910,2,T46SEF,2026-08-23,1.27
S2C_MSIL2A_20260824T053641_N0512_R005_T43RFN_20260824T102214,2,T43RFN,2026-08-24,12.52
S2A_MSIL2A_20260601T052241_N0512_R062_T43PDR_20260601T102012,2,T43PDR,2026-06-01,24.03
S2A_MSIL2A_20260601T052241_N0512_R062_T43PFS_20260601T102012,2,T43PFS,2026-06-01,21.81
S2B_MSIL2A_20260614T051649_N0512_R062_T44RLN_20260614T091016,1,T44RLN,2026-06-14,0.54
S2B_MSIL2A_20260614T051649_N0512_R062_T44RLR_20260614T091016,1,T44RLR,2026-06-14,0.0
S2B_MSIL2A_20260614T051649_N0512_R062_T44RMT_20260614T091016,1,T44RMT,2026-06-14,18.79
S2C_MSIL2A_20260813T042701_N0512_R133_T46REQ_20260813T085811,1,T46REQ,2026-08-13,26.21
S2C_MSIL2A_20260813T060631_N0512_R134_T42RVS_20260813T092756,1,T42RVS,2026-08-13,1.13
S2C_MSIL2A_20260814T053641_N0512_R005_T43RCP_20260814T101317,1,T43RCP,2026-08-14,7.77
S2C_MSIL2A_20260810T055631_N0512_R091_T42SXB_20260810T090514,1,T42SXB,2026-08-10,25.22
S2C_MSIL2A_20260810T055631_N0512_R091_T42SXC_20260810T090514,1,T42SXC,2026-08-10,13.18
S2C_MSIL2A_20260810T055631_N0512_R091_T42SXD_20260810T090514,1,T42SXD,2026-08-10,26.63
S2C_MSIL2A_20260810T055631_N0512_R091_T42SXF_20260810T090514,1,T42SXF,2026-08-10,21.35
S2C_MSIL2A_20260810T055631_N0512_R091_T42SYB_20260810T090514,1,T42SYB,2026-08-10,13.7
S2C_MSIL2A_20260810T055631_N0512_R091_T42SYC_20260810T090514,1,T42SYC,2026-08-10,12.03
S2C_MSIL2A_20260812T045701_N0512_R119_T44RQQ_20260812T100317,1,T44RQQ,2026-08-12,27.85
S2C_MSIL2A_20260812T045701_N0512_R119_T45RTH_20260812T100317,1,T45RTH,2026-08-12,13.8
S2C_MSIL2A_20260812T045701_N0512_R119_T45RTL_20260812T100317,1,T45RTL,2026-08-12,16.11
S2C_MSIL2A_20260813T042701_N0512_R133_T46RDQ_20260813T085811,1,T46RDQ,2026-08-13,16.29
S2A_MSIL2A_20260713T060301_N0512_R091_T42RXR_20260713T092308,1,T42RXR,2026-07-13,26.21
S2C_MSIL2A_20260608T054641_N0512_R048_T43SDV_20260608T085208,1,T43SDV,2026-06-08,15.3
S2C_MSIL2A_20260606T050651_N0512_R019_T44RPR_20260606T100718,1,T44RPR,2026-06-06,29.7
S2C_MSIL2A_20260606T050651_N0512_R019_T44RQR_20260606T100718,1,T44RQR,2026-06-06,20.27
S2C_MSIL2A_20260607T043701_N0512_R033_T46RCT_20260607T094212,1,T46RCT,2026-06-07,29.6
S2C_MSIL2A_20260608T054641_N0512_R048_T42RWN_20260608T085208,1,T42RWN,2026-06-08,9.87
S2C_MSIL2A_20260608T054641_N0512_R048_T42RXR_20260608T085208,1,T42RXR,2026-06-08,0.0
S2C_MSIL2A_20260608T054641_N0512_R048_T42RYN_20260608T085208,1,T42RYN,2026-06-08,3.1
S2C_MSIL2A_20260608T054641_N0512_R048_T42RYR_20260608T085208,1,T42RYR,2026-06-08,0.0
S2C_MSIL2A_20260608T054641_N0512_R048_T42RYU_20260608T085208,1,T42RYU,2026-06-08,0.01
S2C_MSIL2A_20260608T054641_N0512_R048_T42RYV_20260608T085208,1,T42RYV,2026-06-08,0.0
S2A_MSIL2A_20260714T053241_N0512_R105_T43QCA_20260714T102412,1,T43QCA,2026-07-14,28.55
S2A_MSIL2A_20260714T053241_N0512_R105_T43RGN_20260714T102412,1,T43RGN,2026-07-14,12.29
S2A_MSIL2A_20260714T053241_N0512_R105_T43RGP_20260714T102412,1,T43RGP,2026-07-14,19.64
S2A_MSIL2A_20260720T055251_N0512_R048_T42RXT_20260720T103818,1,T42RXT,2026-07-20,7.45
S2A_MSIL2A_20260720T055251_N0512_R048_T42RYT_20260720T103818,1,T42RYT,2026-07-20,16.72
S2C_MSIL2A_20260606T050651_N0512_R019_T44QKH_20260606T100718,1,T44QKH,2026-06-06,17.36
S2A_MSIL2A_20260722T050621_N0512_R076_T44NNM_20260722T091209,1,T44NNM,2026-07-22,23.71
S2A_MSIL2A_20260727T054251_N0512_R005_T43RFN_20260727T103314,1,T43RFN,2026-07-27,16.92
S2A_MSIL2A_20260805T043231_N0512_R133_T46SFE_20260805T110109,1,T46SFE,2026-08-05,0.0
S2A_MSIL2A_20260809T055251_N0512_R048_T42RXP_20260809T105919,1,T42RXP,2026-08-09,3.51
S2A_MSIL2A_20260809T055251_N0512_R048_T43RBJ_20260809T105919,1,T43RBJ,2026-08-09,12.71
S2A_MSIL2A_20260811T045241_N0512_R076_T45RVK_20260811T100012,1,T45RVK,2026-08-11,14.62
S2A_MSIL2A_20260811T045241_N0512_R076_T45RWK_20260811T100012,1,T45RWK,2026-08-11,22.14
S2A_MSIL2A_20260713T060301_N0512_R091_T42SXB_20260713T092308,1,T42SXB,2026-07-13,5.27
S2C_MSIL2A_20260606T050651_N0512_R019_T43QHA_20260606T100718,1,T43QHA,2026-06-06,3.5
S2C_MSIL2A_20260606T050651_N0512_R019_T43QHV_20260606T100020,1,T43QHV,2026-06-06,10.19
S2A_MSIL2A_20260710T055251_N0512_R048_T43SBR_20260710T104116,1,T43SBR,2026-07-10,10.66
S2A_MSIL2A_20260710T055251_N0512_R048_T43SBU_20260710T104116,1,T43SBU,2026-07-10,22.42
S2A_MSIL2A_20260710T055251_N0512_R048_T43SCU_20260710T104116,1,T43SCU,2026-07-10,20.41
S2A_MSIL2A_20260710T055251_N0512_R048_T43SDR_20260710T104116,1,T43SDR,2026-07-10,0.27
S2A_MSIL2A_20260711T052241_N0512_R062_T44RKR_20260711T102802,1,T44RKR,2026-07-11,24.21
S2C_MSIL2A_20260604T042701_N0512_R133_T45QYF_20260604T072554,1,T45QYF,2026-06-04,23.84
S2C_MSIL2A_20260606T050651_N0512_R019_T44PKR_20260606T100020,1,T44PKR,2026-06-06,12.12
S2A_MSIL2A_20260816T054251_N0512_R005_T43RCM_20260816T103351,1,T43RCM,2026-08-16,27.88
S2A_MSIL2A_20260816T054251_N0512_R005_T43RCQ_20260816T103351,1,T43RCQ,2026-08-16,0.42
S2A_MSIL2A_20260816T054251_N0512_R005_T43RDN_20260816T103351,1,T43RDN,2026-08-16,5.37
S2A_MSIL2A_20260822T060301_N0512_R091_T42RVQ_20260822T125108,1,T42RVQ,2026-08-22,14.99
S2A_MSIL2A_20260822T060301_N0512_R091_T42RVT_20260822T125108,1,T42RVT,2026-08-22,17.76
S2C_MSIL2A_20260605T053641_N0512_R005_T43RBK_20260605T101858,1,T43RBK,2026-06-05,1.02
S2C_MSIL2A_20260609T051651_N0512_R062_T43RGH_20260609T101613,1,T43RGH,2026-06-09,4.63
S2C_MSIL2A_20260609T051651_N0512_R062_T43RGJ_20260609T101613,1,T43RGJ,2026-06-09,16.34
S2A_MSIL2A_20260628T051241_N0512_R019_T44PKV_20260628T101512,1,T44PKV,2026-06-28,11.19
S2A_MSIL2A_20260628T051241_N0512_R019_T44RPN_20260628T101512,1,T44RPN,2026-06-28,25.1
S2A_MSIL2A_20260702T045241_N0512_R076_T45RXN_20260702T095512,1,T45RXN,2026-07-02,10.13
S2C_MSIL2A_20260609T051651_N0512_R062_T43RGL_20260609T101613,1,T43RGL,2026-06-09,0.02
S2C_MSIL2A_20260609T051651_N0512_R062_T44QLK_20260609T101613,1,T44QLK,2026-06-09,20.31
S2A_MSIL2A_20260703T042221_N0512_R090_T46SGC_20260703T075010,1,T46SGC,2026-07-03,4.72
S2A_MSIL2A_20260822T060301_N0512_R091_T42SXC_20260822T125108,1,T42SXC,2026-08-22,18.46
S2A_MSIL2A_20260822T060301_N0512_R091_T42SYE_20260822T125108,1,T42SYE,2026-08-22,23.16
S2A_MSIL2A_20260822T060301_N0512_R091_T43SBS_20260822T125108,1,T43SBS,2026-08-22,14.07
S2A_MSIL2A_20260824T050231_N0512_R119_T44NLN_20260824T115710,1,T44NLN,2026-08-24,28.96
S2A_MSIL2A_20260829T055251_N0512_R048_T42RXR_20260829T121111,1,T42RXR,2026-08-29,0.0
S2A_MSIL2A_20260829T055251_N0512_R048_T43RBQ_20260829T121111,1,T43RBQ,2026-08-29,0.15
S2A_MSIL2A_20260829T055251_N0512_R048_T43SBS_20260829T105216,1,T43SBS,2026-08-29,2.16
S2C_MSIL2A_20260603T045701_N0512_R119_T44QQH_20260603T100112,1,T44QQH,2026-06-03,0.04
S2C_MSIL2A_20260603T045701_N0512_R119_T44RPR_20260603T100112,1,T44RPR,2026-06-03,6.17
S2C_MSIL2A_20260609T051651_N0512_R062_T43QHF_20260609T101613,1,T43QHF,2026-06-09,21.8
S2C_MSIL2A_20260609T051651_N0512_R062_T43QHG_20260609T101613,1,T43QHG,2026-06-09,5.23
S2C_MSIL2A_20260605T053641_N0512_R005_T43RCH_20260605T101858,1,T43RCH,2026-06-05,11.72
S2C_MSIL2A_20260606T050651_N0512_R019_T43PGS_20260606T100020,1,T43PGS,2026-06-06,23.4
S2C_MSIL2A_20260606T050651_N0512_R019_T43PHM_20260606T100020,1,T43PHM,2026-06-06,27.5
S2C_MSIL2A_20260606T050651_N0512_R019_T43PHP_20260606T100020,1,T43PHP,2026-06-06,28.73
S2C_MSIL2A_20260603T045701_N0512_R119_T45RUJ_20260603T100112,1,T45RUJ,2026-06-03,0.05
S2C_MSIL2A_20260603T045701_N0512_R119_T44RQP_20260603T100112,1,T44RQP,2026-06-03,1.95
S2B_MSIL2A_20260601T050649_N0512_R019_T43QHC_20260601T085256,1,T43QHC,2026-06-01,0.6
S2B_MSIL2A_20260601T050649_N0512_R019_T44PKU_20260601T085146,1,T44PKU,2026-06-01,21.06
S2C_MSIL2A_20260603T045701_N0512_R119_T45QTG_20260603T100112,1,T45QTG,2026-06-03,0.09
S2C_MSIL2A_20260603T045701_N0512_R119_T45RTL_20260603T100112,1,T45RTL,2026-06-03,5.81
S2C_MSIL2A_20260610T044701_N0512_R076_T45QTG_20260610T092313,1,T45QTG,2026-06-10,13.27
S2C_MSIL2A_20260610T044701_N0512_R076_T45QUB_20260610T092313,1,T45QUB,2026-06-10,21.92
S2C_MSIL2A_20260610T044701_N0512_R076_T45RTH_20260610T092313,1,T45RTH,2026-06-10,8.8
S2C_MSIL2A_20260610T044701_N0512_R076_T45RUH_20260610T092313,1,T45RUH,2026-06-10,13.99
S2C_MSIL2A_20260611T055631_N0512_R091_T42RVN_20260611T100812,1,T42RVN,2026-06-11,0.17
S2C_MSIL2A_20260611T055631_N0512_R091_T42RWR_20260611T090908,1,T42RWR,2026-06-11,0.08
S2C_MSIL2A_20260611T055631_N0512_R091_T42RWT_20260611T090908,1,T42RWT,2026-06-11,0.0
S2C_MSIL2A_20260611T055631_N0512_R091_T42RWV_20260611T090908,1,T42RWV,2026-06-11,0.23
S2C_MSIL2A_20260609T051651_N0512_R062_T44RKQ_20260609T101613,1,T44RKQ,2026-06-09,6.3
S2C_MSIL2A_20260609T051651_N0512_R062_T44RKS_20260609T101613,1,T44RKS,2026-06-09,0.7
S2A_MSIL2A_20260822T060301_N0512_R091_T42RXV_20260822T125108,1,T42RXV,2026-08-22,12.45
S2B_MSIL2A_20260603T054629_N0512_R048_T42RXQ_20260603T080213,1,T42RXQ,2026-06-03,0.0
S2B_MSIL2A_20260603T054629_N0512_R048_T42RYR_20260603T080213,1,T42RYR,2026-06-03,0.0
S2C_MSIL2A_20260603T045701_N0512_R119_T44QNE_20260603T100112,1,T44QNE,2026-06-03,19.5
S2B_MSIL2A_20260601T050649_N0512_R019_T44QMG_20260601T085256,1,T44QMG,2026-06-01,14.66
S2B_MSIL2A_20260601T050649_N0512_R019_T44RNQ_20260601T085256,1,T44RNQ,2026-06-01,20.63
S2B_MSIL2A_20260602T043659_N0512_R033_T45QVC_20260602T081357,1,T45QVC,2026-06-02,13.72
S2C_MSIL2A_20260602T052641_N0512_R105_T43RGP_20260602T102053,1,T43RGP,2026-06-02,13.77
S2C_MSIL2A_20260602T052641_N0512_R105_T44SMF_20260602T102053,1,T44SMF,2026-06-02,1.89
S2C_MSIL2A_20260611T055631_N0512_R091_T42SXB_20260611T090908,1,T42SXB,2026-06-11,0.3
S2C_MSIL2A_20260611T055631_N0512_R091_T42SYA_20260611T090908,1,T42SYA,2026-06-11,0.19
S2A_MSIL2A_20260627T054251_N0512_R005_T43RDH_20260627T103225,1,T43RDH,2026-06-27,3.72
S2A_MSIL2A_20260627T054251_N0512_R005_T43RDJ_20260627T103225,1,T43RDJ,2026-06-27,3.75
S2A_MSIL2A_20260627T054251_N0512_R005_T43SDT_20260627T085509,1,T43SDT,2026-06-27,23.71
S2C_MSIL2A_20260609T051651_N0512_R062_T44SNF_20260609T101613,1,T44SNF,2026-06-09,27.25
S2C_MSIL2A_20260610T044701_N0512_R076_T44QQF_20260610T092313,1,T44QQF,2026-06-10,15.04
S2C_MSIL2A_20260610T044701_N0512_R076_T44QRF_20260610T092313,1,T44QRF,2026-06-10,9.88
S2C_MSIL2A_20260602T052641_N0512_R105_T43RDJ_20260602T102053,1,T43RDJ,2026-06-02,0.0
S2C_MSIL2A_20260602T052641_N0512_R105_T43RFJ_20260602T102053,1,T43RFJ,2026-06-02,0.14
S2C_MSIL2A_20260602T052641_N0512_R105_T43RFK_20260602T102053,1,T43RFK,2026-06-02,2.71
S2B_MSIL2A_20260829T053639_N0512_R005_T43RDQ_20260829T091959,1,T43RDQ,2026-08-29,9.53
S2C_MSIL2A_20260601T055631_N0512_R091_T42RVR_20260601T090514,1,T42RVR,2026-06-01,0.25
S2A_MSIL2A_20260625T050241_N0512_R119_T45QTG_20260625T100609,1,T45QTG,2026-06-25,12.91
S2A_MSIL2A_20260627T054251_N0512_R005_T42QYM_20260627T103225,1,T42QYM,2026-06-27,0.77
S2A_MSIL2A_20260627T054251_N0512_R005_T42QZJ_20260627T103225,1,T42QZJ,2026-06-27,22.07
S2A_MSIL2A_20260627T054251_N0512_R005_T42QZM_20260627T103225,1,T42QZM,2026-06-27,9.85
S2B_MSIL2A_20260603T054629_N0512_R048_T42RYV_20260603T080213,1,T42RYV,2026-06-03,0.0
S2C_MSIL2A_20260603T045701_N0512_R119_T44PLR_20260603T100112,1,T44PLR,2026-06-03,13.98
S2B_MSIL2A_20260602T043659_N0512_R033_T45RXH_20260602T081357,1,T45RXH,2026-06-02,15.82
S2B_MSIL2A_20260602T043659_N0512_R033_T45RXJ_20260602T081357,1,T45RXJ,2026-06-02,18.25
S2B_MSIL2A_20260602T043659_N0512_R033_T45RYK_20260602T081357,1,T45RYK,2026-06-02,26.91
S2B_MSIL2A_20260602T043659_N0512_R033_T46RCT_20260602T081357,1,T46RCT,2026-06-02,16.88
S2B_MSIL2A_20260603T040539_N0512_R047_T46QGJ_20260603T074349,1,T46QGJ,2026-06-03,24.85
S2B_MSIL2A_20260603T054629_N0512_R048_T43SDT_20260603T080213,1,T43SDT,2026-06-03,20.97
S2B_MSIL2A_20260604T051649_N0512_R062_T43QEV_20260604T090429,1,T43QEV,2026-06-04,17.45
S2B_MSIL2A_20260604T051649_N0512_R062_T43QFC_20260604T090048,1,T43QFC,2026-06-04,5.32
S2B_MSIL2A_20260604T051649_N0512_R062_T43QHD_20260604T090048,1,T43QHD,2026-06-04,5.99
S2B_MSIL2A_20260825T055629_N0512_R091_T42SYE_20260825T080255,1,T42SYE,2026-08-25,2.77
S2B_MSIL2A_20260825T055629_N0512_R091_T43SBT_20260825T080255,1,T43SBT,2026-08-25,3.31
S2B_MSIL2A_20260826T052639_N0512_R105_T43SGT_20260826T091619,1,T43SGT,2026-08-26,16.32
S2B_MSIL2A_20260827T045659_N0512_R119_T44PLR_20260827T084453,1,T44PLR,2026-08-27,20.31
S2C_MSIL2A_20260613T045701_N0512_R119_T44QQL_20260613T095409,1,T44QQL,2026-06-13,4.39
S2C_MSIL2A_20260613T045701_N0512_R119_T44QQM_20260613T095409,1,T44QQM,2026-06-13,1.51
S2C_MSIL2A_20260613T045701_N0512_R119_T44RPN_20260613T095409,1,T44RPN,2026-06-13,25.12
S2C_MSIL2A_20260613T045701_N0512_R119_T44RPR_20260613T095409,1,T44RPR,2026-06-13,29.23
S2C_MSIL2A_20260613T045701_N0512_R119_T44RQP_20260613T095409,1,T44RQP,2026-06-13,4.55
S2C_MSIL2A_20260612T052641_N0512_R105_T43QEV_20260612T102118,1,T43QEV,2026-06-12,6.89
S2C_MSIL2A_20260612T052641_N0512_R105_T43QFD_20260612T102118,1,T43QFD,2026-06-12,13.66
S2C_MSIL2A_20260602T052641_N0512_R105_T43QEG_20260602T102053,1,T43QEG,2026-06-02,6.5
S2B_MSIL2A_20260825T055629_N0512_R091_T42RWP_20260825T080255,1,T42RWP,2026-08-25,12.85
S2B_MSIL2A_20260825T055629_N0512_R091_T42RWR_20260825T080255,1,T42RWR,2026-08-25,0.12
S2B_MSIL2A_20260825T055629_N0512_R091_T42RXQ_20260825T080255,1,T42RXQ,2026-08-25,8.73
S2B_MSIL2A_20260825T055629_N0512_R091_T42SXA_20260825T080255,1,T42SXA,2026-08-25,3.26
S2B_MSIL2A_20260825T055629_N0512_R091_T42SXB_20260825T080255,1,T42SXB,2026-08-25,5.94
S2B_MSIL2A_20260825T055629_N0512_R091_T42SYB_20260825T080255,1,T42SYB,2026-08-25,5.72
S2B_MSIL2A_20260604T051649_N0512_R062_T44RMP_20260604T090048,1,T44RMP,2026-06-04,4.67
S2C_MSIL2A_20260615T053641_N0512_R005_T43RCH_20260615T102024,1,T43RCH,2026-06-15,14.7
S2C_MSIL2A_20260615T053641_N0512_R005_T43RCJ_20260615T102024,1,T43RCJ,2026-06-15,0.59
S2C_MSIL2A_20260615T053641_N0512_R005_T43RFQ_20260615T102024,1,T43RFQ,2026-06-15,25.35
S2A_MSIL2A_20260625T050241_N0512_R119_T44PMU_20260625T100609,1,T44PMU,2026-06-25,12.35
S2B_MSIL2A_20260604T051649_N0512_R062_T43RHH_20260604T090048,1,T43RHH,2026-06-04,4.83
S2B_MSIL2A_20260604T051649_N0512_R062_T44RLS_20260604T090048,1,T44RLS,2026-06-04,2.79
S2B_MSIL2A_20260829T053639_N0512_R005_T43RDP_20260829T091959,1,T43RDP,2026-08-29,20.55
S2C_MSIL2A_20260601T055631_N0512_R091_T42SYB_20260601T090514,1,T42SYB,2026-06-01,25.86
S2C_MSIL2A_20260601T055631_N0512_R091_T43SCV_20260601T090514,1,T43SCV,2026-06-01,1.46
S2B_MSIL2A_20260819T053639_N0512_R005_T43RCL_20260819T091716,1,T43RCL,2026-08-19,10.94
S2B_MSIL2A_20260819T053639_N0512_R005_T43RCP_20260819T091716,1,T43RCP,2026-08-19,5.09
S2B_MSIL2A_20260805T055639_N0512_R091_T42RVR_20260805T080043,1,T42RVR,2026-08-05,22.1
S2B_MSIL2A_20260805T055639_N0512_R091_T42SXD_20260805T080658,1,T42SXD,2026-08-05,15.52
S2C_MSIL2A_20260616T050651_N0512_R019_T44RLN_20260616T100816,1,T44RLN,2026-06-16,0.13
S2C_MSIL2A_20260614T060631_N0512_R134_T42RVU_20260614T092953,1,T42RVU,2026-06-14,0.0
S2C_MSIL2A_20260615T053641_N0512_R005_T42QYF_20260615T102024,1,T42QYF,2026-06-15,1.68
S2C_MSIL2A_20260615T053641_N0512_R005_T42QYG_20260615T102024,1,T42QYG,2026-06-15,14.79
S2B_MSIL2A_20260605T044659_N0512_R076_T44QRH_20260605T082808,1,T44QRH,2026-06-05,7.92
S2B_MSIL2A_20260605T044659_N0512_R076_T45QTA_20260605T082808,1,T45QTA,2026-06-05,15.22
S2B_MSIL2A_20260819T053639_N0512_R005_T43RDN_20260819T091716,1,T43RDN,2026-08-19,22.47
S2B_MSIL2A_20260822T054629_N0512_R048_T42RYU_20260822T075335,1,T42RYU,2026-08-22,0.23
S2B_MSIL2A_20260811T043659_N0512_R033_T46RBR_20260811T082821,1,T46RBR,2026-08-11,17.9
S2B_MSIL2A_20260812T054639_N0512_R048_T43SCR_20260812T075252,1,T43SCR,2026-08-12,20.65
S2B_MSIL2A_20260812T054639_N0512_R048_T43SDR_20260812T075252,1,T43SDR,2026-08-12,13.3
S2B_MSIL2A_20260825T055629_N0512_R091_T42RVQ_20260825T080255,1,T42RVQ,2026-08-25,0.34
S2C_MSIL2A_20260618T054641_N0512_R048_T43RBJ_20260618T085419,1,T43RBJ,2026-06-18,12.89
S2B_MSIL2A_20260808T042659_N0512_R133_T46RDV_20260808T063748,1,T46RDV,2026-08-08,20.78
S2B_MSIL2A_20260808T060629_N0512_R134_T42SWB_20260808T081956,1,T42SWB,2026-08-08,2.11
S2B_MSIL2A_20260606T041549_N0512_R090_T47SLS_20260606T063004,1,T47SLS,2026-06-06,5.07
S2B_MSIL2A_20260606T055629_N0512_R091_T42RVN_20260606T080123,1,T42RVN,2026-06-06,0.38
S2C_MSIL2A_20260616T050651_N0512_R019_T44RNP_20260616T100816,1,T44RNP,2026-06-16,0.03
S2C_MSIL2A_20260616T050651_N0512_R019_T44RPR_20260616T100816,1,T44RPR,2026-06-16,9.25
S2C_MSIL2A_20260616T050651_N0512_R019_T44RQS_20260616T100816,1,T44RQS,2026-06-16,13.67
S2C_MSIL2A_20260615T053641_N0512_R005_T43SFR_20260615T102024,1,T43SFR,2026-06-15,28.28
S2B_MSIL2A_20260814T050559_N0512_R076_T44NNM_20260814T082724,1,T44NNM,2026-08-14,14.94
S2B_MSIL2A_20260815T055629_N0512_R091_T42RWS_20260815T080227,1,T42RWS,2026-08-15,6.45
S2B_MSIL2A_20260815T055629_N0512_R091_T42RXQ_20260815T080227,1,T42RXQ,2026-08-15,13.91
S2B_MSIL2A_20260815T055629_N0512_R091_T42RXR_20260815T080227,1,T42RXR,2026-08-15,4.03
S2B_MSIL2A_20260815T055629_N0512_R091_T42SYB_20260815T080227,1,T42SYB,2026-08-15,20.1
S2B_MSIL2A_20260818T060629_N0512_R134_T42RVS_20260818T080606,1,T42RVS,2026-08-18,0.0
S2B_MSIL2A_20260818T060629_N0512_R134_T42SVC_20260818T081340,1,T42SVC,2026-08-18,0.0
S2B_MSIL2A_20260726T041549_N0512_R090_T46SFF_20260726T063059,1,T46SFF,2026-07-26,4.3
S2B_MSIL2A_20260727T052649_N0512_R105_T43REN_20260727T091136,1,T43REN,2026-07-27,15.9
S2B_MSIL2A_20260729T060629_N0512_R134_T42SWD_20260729T102140,1,T42SWD,2026-07-29,1.51
S2B_MSIL2A_20260730T053639_N0512_R005_T43RBH_20260730T091623,1,T43RBH,2026-07-30,19.68
S2B_MSIL2A_20260802T054639_N0512_R048_T42RYT_20260802T092457,1,T42RYT,2026-08-02,29.28
S2B_MSIL2A_20260802T054639_N0512_R048_T43SDR_20260802T092457,1,T43SDR,2026-08-02,20.51
S2B_MSIL2A_20260804T044659_N0512_R076_T44QQF_20260804T082913,1,T44QQF,2026-08-04,27.8
S2B_MSIL2A_20260717T052649_N0512_R105_T44SKA_20260717T091139,1,T44SKA,2026-07-17,17.01
S2B_MSIL2A_20260717T052649_N0512_R105_T44SMF_20260717T091139,1,T44SMF,2026-07-17,11.61
S2B_MSIL2A_20260718T045659_N0512_R119_T44PKS_20260718T085636,1,T44PKS,2026-07-18,22.36
S2A_MSIL2A_20260624T053241_N0512_R105_T43QFG_20260624T102111,1,T43QFG,2026-06-24,27.89
S2A_MSIL2A_20260624T053241_N0512_R105_T43REJ_20260624T102111,1,T43REJ,2026-06-24,8.16
S2A_MSIL2A_20260624T053241_N0512_R105_T43RFJ_20260624T102111,1,T43RFJ,2026-06-24,1.78
S2A_MSIL2A_20260624T053241_N0512_R105_T43RGH_20260624T102111,1,T43RGH,2026-06-24,3.24
S2A_MSIL2A_20260624T053241_N0512_R105_T43RGJ_20260624T102111,1,T43RGJ,2026-06-24,15.97
S2C_MSIL2A_20260618T054641_N0512_R048_T42RYV_20260618T085419,1,T42RYV,2026-06-18,7.99
S2B_MSIL2A_20260725T050559_N0512_R076_T44NMM_20260725T082640,1,T44NMM,2026-07-25,20.46
S2B_MSIL2A_20260606T041549_N0512_R090_T46QCM_20260606T061316,1,T46QCM,2026-06-06,9.44
S2B_MSIL2A_20260606T041549_N0512_R090_T46QFM_20260606T063004,1,T46QFM,2026-06-06,15.37
S2B_MSIL2A_20260606T041549_N0512_R090_T46RDN_20260606T061316,1,T46RDN,2026-06-06,6.7
S2B_MSIL2A_20260714T051649_N0512_R062_T44RLT_20260714T090106,1,T44RLT,2026-07-14,27.07
S2B_MSIL2A_20260716T055639_N0512_R091_T42RVQ_20260716T075902,1,T42RVQ,2026-07-16,1.32
S2B_MSIL2A_20260716T055639_N0512_R091_T42RVS_20260716T075902,1,T42RVS,2026-07-16,0.11
S2C_MSIL2A_20260619T051651_N0512_R062_T43QEB_20260619T101809,1,T43QEB,2026-06-19,0.01
S2A_MSIL2A_20260621T052241_N0512_R062_T44RMR_20260621T101812,1,T44RMR,2026-06-21,29.23
S2A_MSIL2A_20260623T060301_N0512_R091_T42RWS_20260623T092418,1,T42RWS,2026-06-23,0.29
S2A_MSIL2A_20260623T060301_N0512_R091_T42RWT_20260623T092418,1,T42RWT,2026-06-23,0.28
S2A_MSIL2A_20260623T060301_N0512_R091_T42RXQ_20260623T092418,1,T42RXQ,2026-06-23,1.3
S2A_MSIL2A_20260623T060301_N0512_R091_T42RXU_20260623T092418,1,T42RXU,2026-06-23,0.39
S2C_MSIL2A_20260618T054641_N0512_R048_T42RYS_20260618T085419,1,T42RYS,2026-06-18,0.02
S2A_MSIL2A_20260623T060301_N0512_R091_T42SXD_20260623T092418,1,T42SXD,2026-06-23,3.95
S2A_MSIL2A_20260623T060301_N0512_R091_T42SYE_20260623T092418,1,T42SYE,2026-06-23,10.85
S2B_MSIL2A_20260716T055639_N0512_R091_T42SXB_20260716T075902,1,T42SXB,2026-07-16,19.01
