thermal_source_id,latitude,longitude,mean_frp,max_frp,total_detections,active_days,persistence_score,recent_activity_rate,previous_23d_activity_rate,activity_change,recent_activity_status,activity_surge,strong_activity_surge,newly_emerging,high_recent_intensity,low_persistence,established_source,anomaly_score,anomaly_status,label,label_confidence,classification,classification_confidence,classification_source,confidence_type,industrial_context_score,classification_risk,anomaly_risk,industrial_risk,thermal_intensity_risk,risk_score,risk_band,sentinel_id,mgrs_tile,scene_date,cloud_cover,date_difference_days,evidence_available,evidence_quality,satellite_image_path,satellite_evidence_status
13174,31.44495,75.25894,5.79,6.0,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,57.831325301204814,18.67,LOW,S2C_MSIL2A_20260715T053641_N0512_R005_T43REQ_20260715T101509,T43REQ,2026-07-15,1.81,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260715T053641_N0512_R005_T43REQ_20260715T101509.jpg,AVAILABLE
13175,31.45518,75.4829,3.28,3.28,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,31.6144578313253,14.74,LOW,S2C_MSIL2A_20260715T053641_N0512_R005_T43REQ_20260715T101509,T43REQ,2026-07-15,1.81,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260715T053641_N0512_R005_T43REQ_20260715T101509.jpg,AVAILABLE
13176,34.16033,72.90047,2.69,2.69,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,25.927710843373493,10.89,LOW,S2B_MSIL2A_20260713T054639_N0512_R048_T43SCT_20260713T075616,T43SCT,2026-07-13,22.16,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260713T054639_N0512_R048_T43SCT_20260713T075616.jpg,AVAILABLE
13177,33.41989,75.5211,0.66,0.66,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,6.36144578313253,7.95,LOW,S2A_MSIL2A_20260627T054251_N0512_R005_T43SES_20260627T085509,T43SES,2026-06-27,20.87,18.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260627T054251_N0512_R005_T43SES_20260627T085509.jpg,AVAILABLE
13178,33.81838,72.71983,1.65,1.88,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,43,20,0,43,18.120481927710845,18.32,LOW,S2C_MSIL2A_20260728T054641_N0512_R048_T43SBT_20260728T085814,T43SBT,2026-07-28,14.51,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260728T054641_N0512_R048_T43SBT_20260728T085814.jpg,AVAILABLE
13179,36.99711,80.19382,0.98,1.01,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,9.734939759036145,11.46,LOW,S2C_MSIL2A_20260719T051651_N0512_R062_T44SMF_20260719T101315,T44SMF,2026-07-19,12.62,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260719T051651_N0512_R062_T44SMF_20260719T101315.jpg,AVAILABLE
13180,27.77946,68.70176,1.73,1.73,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,16.674698795180724,9.5,LOW,S2B_MSIL2A_20260716T055639_N0512_R091_T42RVR_20260716T075902,T42RVR,2026-07-16,0.61,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260716T055639_N0512_R091_T42RVR_20260716T075902.jpg,AVAILABLE
13181,31.02698,76.61909,3.776666666666667,4.79,3,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,28,20,0,28,46.16867469879518,19.53,LOW,S2C_MSIL2A_20260715T053641_N0512_R005_T43RFQ_20260715T101509,T43RFQ,2026-07-15,2.62,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260715T053641_N0512_R005_T43RFQ_20260715T101509.jpg,AVAILABLE
13182,18.38421,74.48208,0.28,0.28,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,45,20,0,45,2.698795180722892,16.4,LOW,S2A_MSIL2A_20260714T053241_N0512_R105_T43QDA_20260714T102412,T43QDA,2026-07-14,24.26,1.0,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260714T053241_N0512_R105_T43QDA_20260714T102412.jpg,AVAILABLE
13183,11.51129,77.55211,0.29,0.29,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,2.795180722891566,10.42,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,T43PGN,2026-06-28,23.94,17.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,AVAILABLE
13184,12.71561,78.19357,2.27,2.27,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,21.879518072289155,11.88,LOW,,,,,,,,,UNAVAILABLE
13185,13.44425,75.9399,0.52,0.52,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,5.0120481927710845,7.75,LOW,S2C_MSIL2A_20260616T050651_N0512_R019_T43PFQ_20260616T100816,T43PFQ,2026-06-16,24.12,29.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260616T050651_N0512_R019_T43PFQ_20260616T100816.jpg,AVAILABLE
13186,13.72345,79.30231,0.35,0.35,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,3.3734939759036147,7.51,LOW,S2A_MSIL2A_20260715T050241_N0512_R119_T44PLA_20260715T100502,T44PLA,2026-07-15,11.02,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PLA_20260715T100502.jpg,AVAILABLE
13187,13.72518,79.29259,0.44,0.44,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,4.240963855421686,7.64,LOW,S2A_MSIL2A_20260715T050241_N0512_R119_T44PLA_20260715T100502,T44PLA,2026-07-15,11.02,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PLA_20260715T100502.jpg,AVAILABLE
13188,16.20427,75.20987,0.32,0.32,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,23,20,0,23,3.0843373493975905,12.06,LOW,,,,,,,,,UNAVAILABLE
13189,6.80021,81.31918,1.36,1.9,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,18.3132530120482,12.75,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011,T44NNN,2026-07-10,3.38,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011.jpg,AVAILABLE
13190,7.04924,80.81203,0.77,1.49,3,2,2.11,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,14.36144578313253,9.15,LOW,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMN_20260819T091316,T44NMN,2026-08-19,21.82,1.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMN_20260819T091316.jpg,AVAILABLE
13191,7.24145,81.20913,0.62,0.62,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,5.975903614457832,7.9,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011,T44NNP,2026-07-10,0.33,5.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011.jpg,AVAILABLE
13192,6.72635,81.52068,2.71,2.71,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,26.12048192771084,10.92,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011,T44NNN,2026-07-10,3.38,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011.jpg,AVAILABLE
13193,6.76215,81.37809,6.398333333333333,11.74,6,4,8.08,0.1428571428571428,0.0869565217391304,0.0559006211180124,STABLE,True,False,False,True,False,False,22.8,NORMAL / STABLE,Wildfire / Forest Fire,MEDIUM,Wildfire / Forest Fire,95.33,Random Forest v1,Random Forest probability,0,70,0,0,100.0,39.5,MODERATE,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316,T44NNN,2026-08-19,1.62,10.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg,AVAILABLE
13194,6.79816,81.42742,4.73,5.19,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,50.02409638554217,14.5,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011,T44NNN,2026-07-10,3.38,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011.jpg,AVAILABLE
13195,6.82711,81.51739,4.906666666666666,6.27,3,2,2.11,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,60.43373493975904,16.07,LOW,S2B_MSIL2A_20260814T050559_N0512_R076_T44NNN_20260814T082724,T44NNN,2026-08-14,19.71,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260814T050559_N0512_R076_T44NNN_20260814T082724.jpg,AVAILABLE
13196,6.87243,81.62044,7.18,14.97,6,2,2.11,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Wildfire / Forest Fire,MEDIUM,Wildfire / Forest Fire,98.0,Random Forest v1,Random Forest probability,0,70,20,0,100.0,45.5,MODERATE,S2B_MSIL2A_20260814T050559_N0512_R076_T44NNN_20260814T082724,T44NNN,2026-08-14,19.71,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260814T050559_N0512_R076_T44NNN_20260814T082724.jpg,AVAILABLE
13197,6.8946,81.66961,5.8,5.8,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,55.90361445783132,15.39,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011,T44NNN,2026-07-10,3.38,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011.jpg,AVAILABLE
13198,6.89806,81.80564,8.046666666666667,9.55,6,3,1.67,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,92.04819277108436,22.41,LOW,S2B_MSIL2A_20260725T050559_N0512_R076_T44NNN_20260725T082640,T44NNN,2026-07-25,4.38,5.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260725T050559_N0512_R076_T44NNN_20260725T082640.jpg,AVAILABLE
13199,6.9524,81.46147,2.89,2.89,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,27.85542168674699,11.18,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011,T44NNN,2026-07-10,3.38,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011.jpg,AVAILABLE
13200,7.21185,81.20531,10.17,10.17,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,98.02409638554217,21.7,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011,T44NNN,2026-07-10,3.38,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNN_20260710T091011.jpg,AVAILABLE
13201,7.26085,80.85718,8.44,8.44,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,10,20,0,10,81.34939759036143,21.2,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NMP_20260710T091011,T44NMP,2026-07-10,27.02,6.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NMP_20260710T091011.jpg,AVAILABLE
13202,7.26997,81.22503,6.295,13.03,10,4,4.22,0.0,0.0869565217391304,-0.0869565217391304,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Wildfire / Forest Fire,MEDIUM,Wildfire / Forest Fire,98.0,Random Forest v1,Random Forest probability,0,70,20,0,100.0,45.5,MODERATE,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,T44NNP,2026-08-19,0.18,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,AVAILABLE
13203,7.55912,81.77312,1.06,1.06,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,10.21686746987952,11.53,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011,T44NNP,2026-07-10,0.33,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011.jpg,AVAILABLE
13204,7.56181,81.44418,3.11,3.11,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,29.975903614457835,11.5,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011,T44NNP,2026-07-10,0.33,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011.jpg,AVAILABLE
13205,7.58681,81.16742,3.89,3.89,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,37.493975903614455,12.62,LOW,S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011,T44NNP,2026-07-10,0.33,6.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260710T050601_N0512_R076_T44NNP_20260710T091011.jpg,AVAILABLE
13206,9.00422,80.58644,3.33,3.33,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,32.09638554216868,11.81,LOW,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,T44PMQ,2026-07-08,14.0,8.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,AVAILABLE
13207,9.12829,78.03392,2.79,2.79,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,5,20,0,5,26.89156626506024,12.03,LOW,,,,,,,,,UNAVAILABLE
13208,9.5299,78.53727,3.2,3.2,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,30.843373493975907,11.63,LOW,S2B_MSIL2A_20260718T045659_N0512_R119_T44PKR_20260718T085636,T44PKR,2026-07-18,6.29,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260718T045659_N0512_R119_T44PKR_20260718T085636.jpg,AVAILABLE
13209,9.53694,78.55453,2.57,2.57,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,24.7710843373494,10.72,LOW,S2B_MSIL2A_20260718T045659_N0512_R119_T44PKR_20260718T085636,T44PKR,2026-07-18,6.29,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260718T045659_N0512_R119_T44PKR_20260718T085636.jpg,AVAILABLE
13210,9.72177,78.72839,1.27,1.27,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,12.240963855421686,8.84,LOW,S2B_MSIL2A_20260718T045659_N0512_R119_T44PKR_20260718T085636,T44PKR,2026-07-18,6.29,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260718T045659_N0512_R119_T44PKR_20260718T085636.jpg,AVAILABLE
13211,12.06849,79.85098,2.95,2.95,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,50,20,0,50,28.43373493975904,21.27,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512,T44PLU,2026-06-28,4.65,18.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512.jpg,AVAILABLE
13212,12.21145,79.92303,4.73,4.73,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,45.59036144578313,13.84,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512,T44PLU,2026-06-28,4.65,18.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512.jpg,AVAILABLE
13213,12.36853,79.78903,4.42,4.42,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,42.60240963855422,16.39,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512,T44PLU,2026-06-28,4.65,18.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512.jpg,AVAILABLE
13214,12.45474,79.35731,6.17,6.17,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,59.46987951807229,15.92,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512,T44PLU,2026-06-28,4.65,18.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512.jpg,AVAILABLE
13215,12.4689,79.62034,4.03,4.03,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,38.84337349397591,15.83,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512,T44PLU,2026-06-28,4.65,18.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T44PLU_20260628T101512.jpg,AVAILABLE
13216,12.66854,79.92146,4.95,4.95,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,23,20,0,23,47.71084337349398,18.76,LOW,S2A_MSIL2A_20260715T050241_N0512_R119_T44PLV_20260715T100502,T44PLV,2026-07-15,0.15,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PLV_20260715T100502.jpg,AVAILABLE
13217,12.93515,79.37935,1.87,1.87,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,58,20,0,58,18.024096385542173,21.3,LOW,S2A_MSIL2A_20260715T050241_N0512_R119_T44PLV_20260715T100502,T44PLV,2026-07-15,0.15,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PLV_20260715T100502.jpg,AVAILABLE
13218,13.03057,80.04868,3.51,3.51,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,33.83132530120482,17.07,LOW,S2A_MSIL2A_20260715T050241_N0512_R119_T44PLV_20260715T100502,T44PLV,2026-07-15,0.15,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PLV_20260715T100502.jpg,AVAILABLE
13219,13.20762,80.29185,5.77,10.18,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,75,20,0,75,98.12048192771084,36.72,MODERATE,S2A_MSIL2A_20260715T050241_N0512_R119_T44PMV_20260715T100502,T44PMV,2026-07-15,0.84,13.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PMV_20260715T100502.jpg,AVAILABLE
13220,13.25784,80.21797,2.09,2.09,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,20.14457831325301,13.02,LOW,S2A_MSIL2A_20260715T050241_N0512_R119_T44PMV_20260715T100502,T44PMV,2026-07-15,0.84,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260715T050241_N0512_R119_T44PMV_20260715T100502.jpg,AVAILABLE
